//
//                     D.E.M.O.C.R.I.T.U.S
//      ---------------------------------------------------
//           Electronic Structure Code For Nanoscale
//
//  Created by Zilvinas Rinkevicius (rinkevic@kth.se), KTH, Sweden.
//  Copyright © 2017 Zilvinas Rinkevicius. All rights reserved.
//

CBFTable BFTable =
{{
            {1.960784313725490e-02, -1.886792452830189e-02, 9.090909090909090e-03, -2.923976608187134e-03, 7.062146892655367e-04, -1.366120218579235e-04, 2.204585537918871e-05},
            {1.780910507581859e-02, -1.713470415394316e-02, 8.254755307570524e-03, -2.654721497331751e-03, 6.411112607290550e-04, -1.240052981826023e-04, 2.000947681034197e-05},
            {1.617559038281151e-02, -1.556089111351308e-02, 7.495594922764561e-03, -2.410286844216622e-03, 5.820153795940599e-04, -1.125630089001465e-04, 1.816136135795342e-05},
            {1.469210402766446e-02, -1.413180788194942e-02, 6.806330884667812e-03, -2.188382397705960e-03, 5.283721759528037e-04, -1.021775064923911e-04, 1.648408991339153e-05},
            {1.334484999761967e-02, -1.283412980370487e-02, 6.180520975449354e-03, -1.986929429956162e-03, 4.796780734045826e-04, -9.275110317968275e-05, 1.496185631881672e-05},
            {1.212130235262728e-02, -1.165576027135796e-02, 5.612317334669235e-03, -1.804041183497074e-03, 4.354760434735861e-04, -8.419514871637080e-05, 1.358031790444565e-05},
            {1.101008817670217e-02, -1.058571743148668e-02, 5.096411572819821e-03, -1.638005127243590e-03, 3.953512994194852e-04, -7.642919363864269e-05, 1.232645988522918e-05},
            {1.000088132715039e-02, -9.614031352328647e-03, 4.627984957860297e-03, -1.487266853955140e-03, 3.589273887276255e-04, -6.938023004112016e-05, 1.118847233094251e-05},
            {9.084305984614254e-03, -8.731650686315817e-03, 4.202663205473971e-03, -1.350415467178669e-03, 3.258626473407044e-04, -6.298200269383291e-05, 1.015563854308613e-05},
            {8.251849099031754e-03, -7.930357950011234e-03, 3.816475447221175e-03, -1.226170319789827e-03, 2.958469821185552e-04, -5.717438397812505e-05, 9.218233780305751e-06},
            {7.495780910229657e-03, -7.202692625135067e-03, 3.465816990179042e-03, -1.113368979021014e-03, 2.685989511196751e-04, -5.190280672507304e-05, 8.367433372286297e-06},
